kanji,ka_name,ka_examples,onyomi,kunyomi,nanori,english,jlpt,strokes,usage_freq_2500,grade,radicals
方,hou-kata,"[ [ ""方向（ほうこう）"", ""direction"" ], [ ""方言（ほうげん）"", ""dialect"" ], [ ""地方（ちほう）"", ""area"" ], [ ""方針（ほうしん）"", ""policy, principle"" ], [ ""話し方（はなしかた）"", ""way of talking"" ], [ ""仕方（しかた）"", ""way, method, style"" ], [ ""夕方（ゆうがた）"", ""evening"" ], [ ""父方（ちちかた）"", ""father's side of family"" ], [ ""先生方（せんせいがた）"", ""teachers, doctors"" ] ]",ホウ,"かた, -かた, -がた","から, な, なた, ふさ, まさ, みち, も, わ","direction, person, alternative",3.0,4.0,46.0,2.0,方
運,hako(bu),"[ [ ""運動する（うんどうする）"", ""exercise"" ], [ ""運転する（うんてんする）"", ""operate, drive"" ], [ ""準備運動（じゅんびうんどう）"", ""warming-up exercises"" ], [ ""運賃（うんちん）"", ""fare"" ], [ ""運動靴（うんどうぐつ）"", ""sneakers"" ], [ ""運命（うんめい）"", ""fate"" ], [ ""好運（こううん）"", ""good luck"" ], [ ""不運（ふうん）"", ""bad luck"" ], [ ""運ぶ（はこぶ）"", ""transport"" ] ]",ウン,はこ.ぶ,,"carry, luck, destiny, fate, lot, transport, progress, advance",3.0,12.0,255.0,3.0,"込, 車, 冖"
動,ugo(ku),"[ [ ""行動する（こうどうする）"", ""act, conduct,"" ], [ ""運動する（うんどうする）"", ""exercise"" ], [ ""感動する（かんどうする）"", ""be deeply moved"" ], [ ""移動する（いどうする）"", ""move [v.t.]"" ], [ ""自動車（じどうしゃ）"", ""automobile"" ], [ ""動物園（どうぶつえん）"", ""zoo"" ], [ ""運動靴（うんどうぐつ）"", ""sneakers"" ], [ ""自動ドア（じどうドア）"", ""automatic door"" ], [ ""不動産（ふどうさん）"", ""real estate"" ], [ ""活動（かつどう）"", ""activity"" ], [ ""動く（うごく）"", ""move [v.i.]"" ], [ ""動かす（うごかす）"", ""move [v.t.]"" ] ]",ドウ,"うご.く, うご.かす",るぎ,"move, motion, change, confusion, shift, shake",3.0,11.0,73.0,3.0,"｜, 一, 日, 力, 里, ノ"
体,karada,"[ [ ""体重（たいじゅう）"", ""body weight"" ], [ ""体力（たいりょく）"", ""physical strength"" ], [ ""大体（だいたい）"", ""in general, mostly"" ], [ ""全体（ぜんたい）"", ""entirety, whole"" ], [ ""団体（だんたい）"", ""group, team, organization"" ], [ ""具体的な（ぐたいてきな）"", ""concrete"" ], [ ""体験する（たいけんする）"", ""experience"" ], [ ""体（からだ）"", ""body"" ], [ ""体中（からだじゅう）"", ""throughout the body"" ] ]","タイ, テイ","からだ, かたち",なり,"body, substance, object, reality, counter for images",3.0,7.0,88.0,2.0,"木, 一, 化"
痛,ita(i),"[ [ ""頭痛（ずつう）"", ""headache"" ], [ ""筋肉痛（きんにくつう）"", ""muscular pain"" ], [ ""痛快な（つうかいな）"", ""piquant, thrilling"" ], [ ""痛い（いたい）"", ""painful"" ], [ ""痛み止め（いたみどめ）"", ""painkiller"" ], [ ""痛ましい（いたましい）"", ""pitiful, heartbreaking"" ], [ ""痛める（いためる）"", ""hurt [v.t.]"" ], [ ""痛む（いたむ）"", ""feel a pain [v.i.]"" ] ]",ツウ,"いた.い, いた.む, いた.ましい, いた.める",,"pain, hurt, damage, bruise",2.0,12.0,903.0,6.0,"用, 疔, マ"
元,gen-moto,"[ [ ""元気な（げんきな）"", ""energetic"" ], [ ""紀元前（きげんぜん）"", ""B.C.E."" ], [ ""三次元（さんじげん）"", ""3 dimensions"" ], [ ""元祖（がんそ）"", ""founder, inventor"" ], [ ""元年（がんねん）"", ""first year (of a specific reign)"" ], [ ""製造元（せいぞうもと）"", ""manufacturer"" ], [ ""地元（じもと）"", ""local"" ], [ ""身元（みもと）"", ""person's identity"" ] ]","ゲン, ガン",もと,"ちか, はじめ, はる, ゆき, よし","beginning, former time, origin",3.0,4.0,192.0,2.0,"二, 儿, 元"
気,ki(mochi),"[ [ ""気候（きこう）"", ""climate"" ], [ ""気持ち（きもち）"", ""feeling"" ], [ ""天気（てんき）"", ""weather"" ], [ ""人気（にんき）"", ""popularity"" ], [ ""病気（びょうき）"", ""illness"" ], [ ""元気な（げんきな）"", ""energetic"" ], [ ""気を付ける（きをつける）"", ""be careful"" ], [ ""気に入る（きにいる）"", ""come to like, be pleased with"" ], [ ""気が狂う（きがくるう）"", ""go mad, go crazy"" ], [ ""眠気（ねむけ）"", ""sleepiness"" ], [ ""湿気（しっけ）"", ""humidity"" ] ]","キ, ケ",き,,"spirit, mind, air, atmosphere, mood",4.0,6.0,113.0,1.0,"气, 丶, ノ, 乞"
変,hen-ka(waru),"[ [ ""変化する（へんかする）"", ""change"" ], [ ""変動する（へんどうする）"", ""fluctuate"" ], [ ""変更する（へんこうする）"", ""change, modify"" ], [ ""変な（へんな）"", ""strange"" ], [ ""大変な（たいへんな）"", ""terrible"" ], [ ""異変（いへん）"", ""accident"" ], [ ""変わる（かわる）"", ""change [v.i.]"" ], [ ""変える（かえる）"", ""change [v.t.]"" ] ]",ヘン,"か.わる, か.わり, か.える",,"unusual, change, strange",2.0,9.0,238.0,4.0,"亠, 夂"
男,otoko,"[ [ ""男子学生（だんしがくせい）"", ""male student"" ], [ ""男性（だんせい）"", ""male"" ], [ ""長男（ちょうなん）"", ""eldest son"" ], [ ""男（おとこ）"", ""man"" ] ]","ダン, ナン","おとこ, お",み,male,4.0,7.0,240.0,1.0,"田, 力"
疲,hi-tsuka(reru),"[ [ ""疲労する（ひろうする）"", ""be exhausted"" ], [ ""疲れる（つかれる）"", ""get tired"" ], [ ""気疲れする（きづかれする）"", ""get mentally tired"" ], [ ""疲れ果てる（つかれはてる）"", ""get tired out"" ] ]",ヒ,"つか.れる, -づか.れ, つか.らす",,"exhausted, tire, weary",2.0,10.0,1263.0,8.0,"皮, 又, 疔"
寝,shin-ne(ru),"[ [ ""寝室（しんしつ）"", ""bedroom"" ], [ ""就寝時間（しゅうしんじかん）"", ""bedtime"" ], [ ""寝る（ねる）"", ""sleep [v.i.]"" ], [ ""寝かす（ねかす）"", ""put to sleep [v.t.]"" ], [ ""寝坊する（ねぼうする）"", ""sleep in late"" ], [ ""寝顔（ねがお）"", ""sleeping face"" ] ]",シン,"ね.る, ね.かす, い.ぬ, みたまや, や.める",,"lie down, sleep, rest, bed, remain unsold",2.0,13.0,1034.0,8.0,"ヨ, 又, 冖, 宀, 爿"
天,ten-ama,"[ [ ""天気（てんき）"", ""weather, fine weather"" ], [ ""天候（てんこう）"", ""weather"" ], [ ""天国（てんごく）"", ""heaven"" ], [ ""天皇（てんのう）"", ""emperor"" ], [ ""天才（てんさい）"", ""genius"" ], [ ""晴天（せいてん）"", ""fine weather"" ], [ ""雨天（うてん）"", ""rainy weather"" ], [ ""先天的な（せんてんてきな）"", ""innate"" ], [ ""天（あめ）"", ""heaven, sky"" ], [ ""天の川（あまのがわ）"", ""Milky Way"" ] ]",テン,"あまつ, あめ, あま-","あき, あも, た, たかし, て, なま","heavens, sky, imperial",4.0,4.0,512.0,1.0,"一, 大, 二"
頭,atama,"[ [ ""没頭する（ぼっとうする）"", ""immerse oneself"" ], [ ""頭部（とうぶ）"", ""head"" ], [ ""店頭（てんとう）"", ""shop front"" ], [ ""頭痛（ずつう）"", ""headache"" ], [ ""頭脳（ずのう）"", ""brains"" ], [ ""音頭（おんど）"", ""marching songs"" ], [ ""頭（あたま）"", ""head"" ], [ ""目頭（めがしら）"", ""the corner of the eye"" ], [ ""波頭（なみがしら）"", ""whitecaps"" ] ]","トウ, ズ, ト","あたま, かしら, -がしら, かぶり","かみ, がみ, ちゃん, つむり, づ","head, counter for large animals",3.0,16.0,433.0,2.0,"貝, 目, ハ, 口, 豆, 并, 頁"
図,zu-haka(ru),"[ [ ""地図（ちず）"", ""map"" ], [ ""図面（ずめん）"", ""plan"" ], [ ""設計図（せっけいず）"", ""blueprint"" ], [ ""意図する（いとする）"", ""intend"" ], [ ""図書室（としょしつ）"", ""library room"" ], [ ""図書館（としょかん）"", ""library"" ], [ ""図る（はかる）"", ""plot, attempt"" ] ]","ズ, ト","え, はか.る",づ,"map, drawing, plan, extraordinary, audacious",3.0,7.0,539.0,2.0,"斗, 囗"
館,kan-tate(mono),"[ [ ""開館する（かいかんする）"", ""open a building"" ], [ ""閉館する（へいかんする）"", ""close a building"" ], [ ""休館する（きゅうかんする）"", ""close a library or museum"" ], [ ""図書館（としょかん）"", ""library"" ], [ ""映画館（えいがかん）"", ""movie theater"" ], [ ""体育館（たいいくかん）"", ""gym"" ], [ ""大使館（たいしかん）"", ""embassy"" ], [ ""旅館（りょかん）"", ""Japanese style hotel"" ], [ ""函館（はこだて）"", ""Hakodate"" ] ]",カン,"やかた, たて",たち,"building, mansion, large building, palace",3.0,16.0,613.0,3.0,"口, 食, 宀, ｜"
探,tan-saga(su),"[ [ ""探究する（たんきゅうする）"", ""research"" ], [ ""探検する（たんけんする）"", ""explore"" ], [ ""探る（さぐる）"", ""search"" ], [ ""探す（さがす）"", ""look for"" ], [ ""職探し（しょくさがし）"", ""job hunting"" ] ]",タン,"さぐ.る, さが.す",,"grope, search, look for",2.0,11.0,930.0,6.0,"木, 儿, 冖, 扎"
失,ushina(u),"[ [ ""失礼する（しつれいする）"", ""be impolite"" ], [ ""失業する（しつぎょうする）"", ""become unemployed"" ], [ ""失望する（しつぼうする）"", ""be disappointed"" ], [ ""失敗する（しっぱいする）"", ""fail"" ], [ ""失言（しつげん）"", ""improper words"" ], [ ""喪失（そうしつ）"", ""loss"" ], [ ""過失（かしつ）"", ""mistake, error, accident"" ], [ ""失う（うしなう）"", ""lose"" ] ]",シツ,"うしな.う, う.せる",,"lose, error, fault, disadvantage, loss",2.0,5.0,447.0,4.0,"ノ, 人, 二, 大"
礼,rei(gi),"[ [ ""失礼する（しつれいする）"", ""be impolite"" ], [ ""礼儀（れいぎ）"", ""courtesy"" ], [ ""謝礼（しゃれい）"", ""reward"" ], [ ""お礼（おれい）"", ""appreciation, gratitude"" ], [ ""婚礼（こんれい）"", ""marriage ceremony"" ], [ ""礼金（れいきん）"", ""finder's fee, reward"" ], [ ""礼賛する（らいさんする）"", ""praise"" ] ]","レイ, ライ",,"あや, なり, のり, ひろし, れ","salute, bow, ceremony, thanks, remuneration",2.0,5.0,1185.0,3.0,"乙, 礼"
少,suko(shi),"[ [ ""少々（しょうしょう）"", ""small quantity, a little"" ], [ ""少数（しょうすう）"", ""minority"" ], [ ""少量（しょうりょう）"", ""small quantity"" ], [ ""少額（しょうがく）"", ""small sum (of money)"" ], [ ""多少（たしょう）"", ""more or less"" ], [ ""少年（しょうねん）"", ""boy"" ], [ ""減少する（げんしょうする）"", ""decrease [v.i.]"" ], [ ""少ない（すくない）"", ""a few, a little"" ], [ ""少なくとも（すくなくとも）"", ""at least"" ], [ ""少し（すこし）"", ""small quantity, a little"" ] ]",ショウ,"すく.ない, すこ.し",,"few, little",4.0,4.0,287.0,2.0,"ノ, 小"
人,nin-hito,"[ [ ""人類学（じんるいがく）"", ""anthropology"" ], [ ""人生（じんせい）"", ""(human) life"" ], [ ""人口（じんこう）"", ""population"" ], [ ""日本人（にほんじん）"", ""Japanese person"" ], [ ""御主人（ごしゅじん）"", ""someone's husband"" ], [ ""人間（にんげん）"", ""human"" ], [ ""人数（にんずう）"", ""a head count"" ], [ ""人（ひと）"", ""person"" ], [ ""人柄（ひとがら）"", ""personality"" ], [ ""*一人（ひとり）"", ""one person"" ], [ ""*二人（ふたり）"", ""two people"" ], [ ""*素人（しろうと）"", ""amateur"" ] ]","ジン, ニン","ひと, -り, -と","じ, と, ね, ひこ, ふみ",person,4.0,2.0,5.0,1.0,人
自,mizuka(ra),"[ [ ""自慢する（じまんする）"", ""boast"" ], [ ""自転車（じてんしゃ）"", ""bicycle"" ], [ ""自動車（じどうしゃ）"", ""automobile"" ], [ ""自由（じゆう）"", ""freedom"" ], [ ""自分（じぶん）"", ""oneself"" ], [ ""自信（じしん）"", ""self-confidence"" ], [ ""独自（どくじ）"", ""original, independent"" ], [ ""自然な（しぜんな）"", ""natural"" ], [ ""自ら（みずから）"", ""by one's self"" ], [ ""自ずから（おのずから）"", ""naturally"" ] ]","ジ, シ","みずか.ら, おの.ずから, おの.ずと",より,oneself,3.0,6.0,19.0,2.0,"自, 目"
由,(ji)yuu,"[ [ ""由来する（ゆらいする）"", ""originate"" ], [ ""経由する（けいゆする）"", ""go by way of, go via"" ], [ ""自由（じゆう）"", ""freedom"" ], [ ""理由（りゆう）"", ""reason"" ], [ ""由緒（ゆいしょ）"", ""lineage"" ], [ ""由（よし）"", ""means"" ] ]","ユ, ユウ, ユイ","よし, よ.る",,"wherefore, a reason",2.0,5.0,325.0,3.0,"｜, 日, 田"
無,mu-na(i),"[ [ ""無料（むりょう）"", ""free of charge"" ], [ ""無職（むしょく）"", ""unemployed"" ], [ ""無理な（むりな）"", ""impossible"" ], [ ""無神経な（むしんけいな）"", ""insensitive"" ], [ ""無意味な（むいみな）"", ""nonsense"" ], [ ""無視する（むしする）"", ""disregard, ignore"" ], [ ""無事（ぶじ）"", ""safety"" ], [ ""無難な（ぶなんな）"", ""secure, safe"" ], [ ""無礼な（ぶれいな）"", ""rude"" ], [ ""無くす（なくす）"", ""lose"" ], [ ""無い（ない）"", ""no, not"" ] ]","ム, ブ",な.い,,"nothingness, none, ain't, nothing, nil, not",2.0,12.0,274.0,4.0,"｜, ノ, 一, 杰, 無, 乞"
理,ri(yuu),"[ [ ""料理する（りょうりする）"", ""cook"" ], [ ""理解する（りかいする）"", ""understand"" ], [ ""修理する（しゅうりする）"", ""repair, fix"" ], [ ""整理する（せいりする）"", ""sort, arrange, order"" ], [ ""理想（りそう）"", ""ideal"" ], [ ""理由（りゆう）"", ""reason"" ], [ ""心理学（しんりがく）"", ""psychology"" ], [ ""真理（しんり）"", ""truth"" ], [ ""論理（ろんり）"", ""logic"" ], [ ""無理な（むりな）"", ""impossible"" ], [ ""合理的な（ごうりてきな）"", ""rational"" ] ]",リ,ことわり,"あや, おさむ, さと, さとる, ただ, ただし, とおる, に, のり, ひ, まこと, まさ, まさし, まろ, みち, よし","logic, arrangement, reason, justice, truth",3.0,11.0,86.0,2.0,"王, 里"
言,gen-i(u),"[ [ ""断言する（だんげんする）"", ""assert"" ], [ ""証言する（しょうげんする）"", ""testify"" ], [ ""言語学（げんごがく）"", ""linguistics"" ], [ ""方言（ほうげん）"", ""dialect"" ], [ ""伝言する（でんごんする）"", ""leave a message"" ], [ ""無言（むごん）"", ""silence"" ], [ ""言う（いう）"", ""say"" ], [ ""言葉（ことば）"", ""word(s), language"" ], [ ""一言（ひとこと）"", ""single word"" ], [ ""独り言（ひとりごと）"", ""soliloquy"" ], [ ""寝言（ねごと）"", ""talk in one's sleep"" ] ]","ゲン, ゴン","い.う, こと",とき,"say, word",4.0,7.0,83.0,2.0,言
度,do-tabi,"[ [ ""一度（いちど）"", ""once"" ], [ ""今度（こんど）"", ""this time, next time"" ], [ ""何度も（なんども）"", ""many times over"" ], [ ""程度（ていど）"", ""degree, amount"" ], [ ""速度（そくど）"", ""speed"" ], [ ""態度（たいど）"", ""attitude"" ], [ ""温度（おんど）"", ""temperature"" ], [ ""20度（にじゅうど）"", ""twenty degrees"" ], [ ""御法度（ごはっと）"", ""taboo"" ], [ ""支度する（したくする）"", ""prepare"" ], [ ""~度に（たびに）"", ""whenever, every time"" ] ]","ド, ト, タク","たび, -た.い",のり,"degrees, occurrence, time, counter for occurrences, consider, attitude",3.0,9.0,110.0,3.0,"又, 广, 一, 凵"
集,tsudo(u),"[ [ ""募集する（ぼしゅうする）"", ""recruit, collect"" ], [ ""集中する（しゅうちゅうする）"", ""concentrate"" ], [ ""特集する（とくしゅうする）"", ""feature article/issue/program"" ], [ ""編集する（へんしゅうする）"", ""edit"" ], [ ""集団（しゅうだん）"", ""group"" ], [ ""詩集（ししゅう）"", ""poetry anthology"" ], [ ""集まる（あつまる）"", ""gather [v.i.]"" ], [ ""集まり（あつまり）"", ""gathering"" ], [ ""集める（あつめる）"", ""collect [v.t.]"" ], [ ""集う（つどう）"", ""congregate"" ] ]",シュウ,"あつ.まる, あつ.める, つど.う","あつまり, ず","gather, meet, congregate, swarm, flock",3.0,12.0,210.0,3.0,"木, 隹"
音,oto,"[ [ ""発音する（はつおんする）"", ""pronounce"" ], [ ""録音する（ろくおんする）"", ""record"" ], [ ""音楽（おんがく）"", ""music"" ], [ ""音読み（おんよみ）"", ""on (Chinese) reading of kanji"" ], [ ""観音様（かんのんさま）"", ""Kannon, Goddess of Mercy"" ], [ ""母音（ぼいん）"", ""vowel"" ], [ ""子音（しいん）"", ""consonant"" ], [ ""音（おと）"", ""sound"" ], [ ""足音（あしおと）"", ""footsteps (sound)"" ], [ ""音色（ねいろ）"", ""tone"" ], [ ""本音（ほんね）"", ""real intention"" ] ]","オン, イン, -ノン","おと, ね","お, と","sound, noise",3.0,9.0,491.0,1.0,"音, 日, 立"
